Week,None,D0,D1,D2,D3,D4,DSCI
2000-05-02,0.00,0.00,100.00,0.00,0.00,0.00,200
2000-04-25,0.00,35.40,64.60,0.00,0.00,0.00,165
2000-04-18,0.00,35.40,64.60,0.00,0.00,0.00,165
2000-04-11,0.00,0.00,100.00,0.00,0.00,0.00,200
2000-04-04,0.00,0.00,100.00,0.00,0.00,0.00,200
2000-03-28,0.00,3.77,96.23,0.00,0.00,0.00,196
2000-03-21,0.00,3.84,96.16,0.00,0.00,0.00,196
2000-03-14,0.00,3.84,96.16,0.00,0.00,0.00,196
2000-03-07,0.00,0.00,100.00,0.00,0.00,0.00,200
2000-02-29,0.00,0.00,100.00,0.00,0.00,0.00,200
2000-02-22,0.00,0.00,100.00,0.00,0.00,0.00,200
2000-02-15,0.00,0.00,100.00,0.00,0.00,0.00,200
2000-02-08,0.00,100.00,0.00,0.00,0.00,0.00,100
2000-02-01,0.00,100.00,0.00,0.00,0.00,0.00,100
2000-01-25,0.00,100.00,0.00,0.00,0.00,0.00,100
2000-01-18,0.00,100.00,0.00,0.00,0.00,0.00,100
2000-01-11,0.00,100.00,0.00,0.00,0.00,0.00,100
2000-01-04,0.00,100.00,0.00,0.00,0.00,0.00,100
